,Name,Place S,Place P,Time,Bib,Division,Year,Sex
1760,"Phillips, Jonathan (USA)",284,21,Finish02:18:19,BIB397,Division20-24,Results: 2017 / Marathon,Men
1761,"Yilma, Yon (USA)",284,23,Finish02:19:02,BIB450,Division25-29,Results: 2017 / Marathon,Men
1762,"Morrison, Travis (USA)",286,25,Finish02:23:17,BIB26,Division25-29,Results: 2017 / Marathon,Men
1763,"Siemers, Chris (USA)",286,27,Finish02:23:52,BIB421,Division35-39,Results: 2017 / Marathon,Men
1764,"Harper, Dan (USA)",288,29,Finish02:24:10,BIB303,Division25-29,Results: 2017 / Marathon,Men
1765,"Alkhawaldeh, Mo'Ath (JOR)",288,31,Finish02:25:09,BIB83,Division25-29,Results: 2017 / Marathon,Men
1766,"Wyatt, Kyle (USA)",290,33,Finish02:25:16,BIB447,Division35-39,Results: 2017 / Marathon,Men
1767,"Gaynor, Evan (USA)",290,35,Finish02:25:40,BIB28,Division25-29,Results: 2017 / Marathon,Men
1768,"Eustance, Tyler (USA)",292,37,Finish02:26:18,BIB186,Division25-29,Results: 2017 / Marathon,Men
1769,"Beamer, Matthew (USA)",292,39,Finish02:26:40,BIB95,Division30-34,Results: 2017 / Marathon,Men
1770,"Piper, Paul (GBR)",296,41,Finish02:27:07,BIB398,Division35-39,Results: 2017 / Marathon,Men
1771,"Hinkle, John (USA)",296,43,Finish02:27:58,BIB306,Division30-34,Results: 2017 / Marathon,Men
1772,"Rieger, Cameron (USA)",299,45,Finish02:28:09,BIB455,Division25-29,Results: 2017 / Marathon,Men
1773,"Veldhuis, Jeroen (NED)",299,47,Finish02:28:49,BIB435,Division40-44,Results: 2017 / Marathon,Men
1774,"Welch, Nick (USA)",301,49,Finish02:29:11,BIB441,Division25-29,Results: 2017 / Marathon,Men
1775,"Shirk, Kevin (USA)",301,51,Finish02:29:16,BIB420,Division35-39,Results: 2017 / Marathon,Men
1776,"Sharp, Matthew (GBR)",303,53,Finish02:29:19,BIB416,Division35-39,Results: 2017 / Marathon,Men
1777,"Beevor, Luke (GBR)",303,55,Finish02:29:25,BIB96,Division30-34,Results: 2017 / Marathon,Men
1778,"Burdick, Brett (USA)",306,57,Finish02:29:37,BIB159,Division25-29,Results: 2017 / Marathon,Men
1779,"Hiscott, Michael (GBR)",306,59,Finish02:30:24,BIB307,Division30-34,Results: 2017 / Marathon,Men
1780,"Humphrey, Luke (USA)",308,61,Finish02:30:46,BIB22,Division35-39,Results: 2017 / Marathon,Men
1781,"Lustgarten, Brett (USA)",308,63,Finish02:31:02,BIB356,Division25-29,Results: 2017 / Marathon,Men
1782,"Asrih, Karim (BEL)",310,65,Finish02:31:23,BIB781,Division25-29,Results: 2017 / Marathon,Men
1783,"Shold, Kristopher (USA)",310,67,Finish02:31:48,BIB6041,Division35-39,Results: 2017 / Marathon,Men
1784,"Klingler, Mitchell (USA)",314,69,Finish02:31:55,BIB333,Division25-29,Results: 2017 / Marathon,Men
1785,"Maeda, Yosuke (JPN)",314,71,Finish02:31:59,BIB34,Division30-34,Results: 2017 / Marathon,Men
1786,"Blanchard, Mathieu (FRA)",317,73,Finish02:32:24,BIB152,Division25-29,Results: 2017 / Marathon,Men
1787,"McDonnell, Declan (USA)",317,75,Finish02:33:21,BIB481,Division25-29,Results: 2017 / Marathon,Men
1788,"Craig, John (USA)",320,77,Finish02:33:32,BIB3099,Division30-34,Results: 2017 / Marathon,Men
1789,"Favela, Emisael (MEX)",320,79,Finish02:33:44,BIB189,Division40-44,Results: 2017 / Marathon,Men
1790,"Yitref, Gedion (USA)",324,81,Finish02:33:52,BIB6248,Division25-29,Results: 2017 / Marathon,Men
1791,"Rolly, Philippe (USA)",324,83,Finish02:34:29,BIB408,Division45-49,Results: 2017 / Marathon,Men
1792,"Deters, Matthew (USA)",326,85,Finish02:34:47,BIB181,Division30-34,Results: 2017 / Marathon,Men
1793,"Hortian, Adam (CAN)",326,87,Finish02:34:56,BIB310,Division30-34,Results: 2017 / Marathon,Men
1794,"Smith, Kent (USA)",328,89,Finish02:35:14,BIB6057,Division25-29,Results: 2017 / Marathon,Men
1795,"Slocum, Matthew (USA)",328,91,Finish02:35:24,BIB423,Division35-39,Results: 2017 / Marathon,Men
1796,"McGonagle, Ciaran (IRL)",330,93,Finish02:35:32,BIB2161,Division40-44,Results: 2017 / Marathon,Men
1797,"Lazo, Reynaldo (CRC)",330,95,Finish02:35:59,BIB2094,Division35-39,Results: 2017 / Marathon,Men
1798,"Li, Yipeng (CHN)",334,97,Finish02:36:04,BIB2109,Division35-39,Results: 2017 / Marathon,Men
1799,"Campos, Jesus (USA)",334,99,Finish02:36:34,BIB162,Division30-34,Results: 2017 / Marathon,Men
1800,"McArthur, Lachlan (AUS)",338,101,Finish02:36:45,BIB78,Division35-39,Results: 2017 / Marathon,Men
1801,"Osmark, Mathias (SWE)",338,103,Finish02:36:57,BIB2221,Division35-39,Results: 2017 / Marathon,Men
1802,"Cool, Kory (USA)",340,105,Finish02:37:02,BIB172,Division30-34,Results: 2017 / Marathon,Men
1803,"Achmueller, Hermann (ITA)",340,107,Finish02:37:13,BIB81,Division45-49,Results: 2017 / Marathon,Men
1804,"Hojnacki, Jeff (USA)",342,109,Finish02:37:18,BIB4175,Division40-44,Results: 2017 / Marathon,Men
1805,"Mueller, Jan (GER)",342,111,Finish02:37:35,BIB2194,Division35-39,Results: 2017 / Marathon,Men
1806,"Regalado, Daniel (USA)",345,113,Finish02:37:53,BIB5250,Division30-34,Results: 2017 / Marathon,Men
1807,"Mehlfeld, Dennis (GER)",345,115,Finish02:38:12,BIB2164,Division30-34,Results: 2017 / Marathon,Men
1808,"Falcone, Brian (USA)",347,117,Finish02:38:20,BIB4035,Division35-39,Results: 2017 / Marathon,Men
1809,"Akita, James (USA)",347,119,Finish02:39:07,BIB82,Division35-39,Results: 2017 / Marathon,Men
1810,"Gonzalez de Heredia, Iñigo (ESP)",349,121,Finish02:39:12,BIB711,Division45-49,Results: 2017 / Marathon,Men
1811,"Kwon, Daniel (USA)",349,123,Finish02:39:26,BIB4285,Division30-34,Results: 2017 / Marathon,Men
1812,"Fitzgerald, Matt (USA)",352,125,Finish02:39:30,BIB33,Division45-49,Results: 2017 / Marathon,Men
1813,"Cutter, Patrick (USA)",352,127,Finish02:39:49,BIB3110,Division25-29,Results: 2017 / Marathon,Men
1814,"Mtinsi, Trust (IRL)",354,129,Finish02:39:54,BIB2192,Division35-39,Results: 2017 / Marathon,Men
1815,"Hia, Caleb (SIN)",354,131,Finish02:39:59,BIB1293,Division20-24,Results: 2017 / Marathon,Men
1816,"Salminen, Matthew (USA)",356,133,Finish02:40:05,BIB5299,Division25-29,Results: 2017 / Marathon,Men
1817,"Johnson, William Rainey (USA)",356,135,Finish02:40:12,BIB4218,Division30-34,Results: 2017 / Marathon,Men
1818,"Stroupe, David (USA)",358,137,Finish02:40:13,BIB6090,Division35-39,Results: 2017 / Marathon,Men
1819,"Frisch, Christopher (USA)",358,139,Finish02:40:22,BIB562,Division30-34,Results: 2017 / Marathon,Men
1820,"Jaime, Guillermo (MEX)",362,141,Finish02:40:30,BIB2045,Division30-34,Results: 2017 / Marathon,Men
1821,"Musgrave, Patrick (USA)",362,143,Finish02:40:48,BIB5136,Division20-24,Results: 2017 / Marathon,Men
1822,"Senac, Pierre (FRA)",364,145,Finish02:40:59,BIB706,Division50-54,Results: 2017 / Marathon,Men
1823,"Wakefield, Brian (USA)",364,147,Finish02:41:11,BIB6173,Division40-44,Results: 2017 / Marathon,Men
1824,"Huseby, Zach (USA)",366,149,Finish02:41:16,BIB4197,Division40-44,Results: 2017 / Marathon,Men
1825,"Gannon, Colin (USA)",366,151,Finish02:41:24,BIB4073,Division25-29,Results: 2017 / Marathon,Men
1826,"Straza, Michael (USA)",368,153,Finish02:41:29,BIB6087,Division45-49,Results: 2017 / Marathon,Men
1827,"Bosher, James (GBR)",368,155,Finish02:41:33,BIB1102,Division25-29,Results: 2017 / Marathon,Men
1828,"Myrda, Jan (USA)",372,157,Finish02:41:39,BIB5140,Division45-49,Results: 2017 / Marathon,Men
1829,"Zuniga, Esteban (CRC)",372,159,Finish02:41:44,BIB3277,Division30-34,Results: 2017 / Marathon,Men
1830,"Sprague, Kenneth (USA)",374,161,Finish02:41:50,BIB6073,Division20-24,Results: 2017 / Marathon,Men
1831,"Aitken, Michael (USA)",374,163,Finish02:42:10,BIB1018,Division35-39,Results: 2017 / Marathon,Men
1832,"Eason, Ryan (USA)",376,165,Finish02:42:24,BIB183,Division25-29,Results: 2017 / Marathon,Men
1833,"Rolon, Guillermo (MEX)",376,167,Finish02:42:28,BIB5270,Division35-39,Results: 2017 / Marathon,Men
1834,"Kerschner, David (USA)",378,169,Finish02:42:32,BIB4243,Division30-34,Results: 2017 / Marathon,Men
1835,"Collet, John (USA)",378,171,Finish02:42:49,BIB3079,Division50-54,Results: 2017 / Marathon,Men
1836,"Buyst, Bart (BEL)",381,173,Finish02:43:00,BIB1116,Division45-49,Results: 2017 / Marathon,Men
1837,"Kinne, Sean (USA)",381,175,Finish02:43:07,BIB4253,Division30-34,Results: 2017 / Marathon,Men
1838,"Barguil, Samier (COL)",384,177,Finish02:43:24,BIB792,Division25-29,Results: 2017 / Marathon,Men
1839,"Ries, Tommy (USA)",384,179,Finish02:43:31,BIB405,Division30-34,Results: 2017 / Marathon,Men
1840,"Soisch, Dennis (GER)",386,181,Finish02:43:37,BIB3167,Division25-29,Results: 2017 / Marathon,Men
1841,"Mazzotta, Mike (USA)",386,183,Finish02:43:45,BIB5067,Division35-39,Results: 2017 / Marathon,Men
1842,"Martin, Anthony (AUS)",388,185,Finish02:43:52,BIB2153,Division35-39,Results: 2017 / Marathon,Men
1843,"Lindgren, Matt (USA)",388,187,Finish02:43:57,BIB5017,Division25-29,Results: 2017 / Marathon,Men
1844,"Blevins, Greg (USA)",390,189,Finish02:44:11,BIB2011,Division20-24,Results: 2017 / Marathon,Men
1845,"Cale, Eric (USA)",390,191,Finish02:44:13,BIB3028,Division35-39,Results: 2017 / Marathon,Men
1846,"Wolnizer, Simon (AUS)",393,193,Finish02:44:22,BIB3251,Division30-34,Results: 2017 / Marathon,Men
1847,"Fallas, Alejandro (CRC)",393,195,Finish02:44:29,BIB4036,Division30-34,Results: 2017 / Marathon,Men
1848,"Richards, Geoff (CAN)",396,197,Finish02:44:33,BIB2281,Division40-44,Results: 2017 / Marathon,Men
1849,"Nabben, Pol (NED)",396,199,Finish02:44:34,BIB5141,Division30-34,Results: 2017 / Marathon,Men
1850,"McGough, Chris (USA)",398,201,Finish02:44:37,BIB5075,Division30-34,Results: 2017 / Marathon,Men
1851,"Daye, Ryan (USA)",398,203,Finish02:44:50,BIB3123,Division25-29,Results: 2017 / Marathon,Men
1852,"Howell, Kristian (USA)",401,205,Finish02:45:11,BIB4183,Division35-39,Results: 2017 / Marathon,Men
1853,"Goodman, John Mark (USA)",401,207,Finish02:45:14,BIB4095,Division35-39,Results: 2017 / Marathon,Men
1854,"Crist, Grant (USA)",403,209,Finish02:45:22,BIB3102,Division20-24,Results: 2017 / Marathon,Men
1855,"Woldesilassie, Daniel (USA)",403,211,Finish02:45:33,BIB6225,Division25-29,Results: 2017 / Marathon,Men
1856,"Berkel, Nick (USA)",405,213,Finish02:45:42,BIB1081,Division30-34,Results: 2017 / Marathon,Men
1857,"Elmore, Richard (USA)",405,215,Finish02:45:43,BIB4021,Division30-34,Results: 2017 / Marathon,Men
1858,"Andersen, Jostein (NOR)",408,217,Finish02:45:53,BIB769,Division35-39,Results: 2017 / Marathon,Men
1859,"Berger, John (USA)",408,219,Finish02:45:59,BIB1079,Division35-39,Results: 2017 / Marathon,Men
1860,"Scoville, Morgan (USA)",411,221,Finish02:46:03,BIB567,Division35-39,Results: 2017 / Marathon,Men
1861,"Lynch, Charles (USA)",411,223,Finish02:46:15,BIB564,Division25-29,Results: 2017 / Marathon,Men
1862,"Betts, Alexander (GBR)",413,225,Finish02:46:22,BIB1093,Division35-39,Results: 2017 / Marathon,Men
1863,"Catoggio, Timothy (USA)",413,227,Finish02:46:29,BIB165,Division30-34,Results: 2017 / Marathon,Men
1864,"Mc Laughlin, Shaun (IRL)",415,229,Finish02:46:39,BIB5068,Division35-39,Results: 2017 / Marathon,Men
1865,"Stanton, Dan (USA)",415,231,Finish02:46:44,BIB6077,Division30-34,Results: 2017 / Marathon,Men
1866,"Harmon, David (USA)",417,233,Finish02:46:47,BIB4137,Division35-39,Results: 2017 / Marathon,Men
1867,"Stegman, Matt (USA)",417,235,Finish02:46:50,BIB6081,Division45-49,Results: 2017 / Marathon,Men
1868,"Briggs, Ben (AUS)",419,237,Finish02:46:53,BIB505,Division35-39,Results: 2017 / Marathon,Men
1869,"Pochini, Kyle (USA)",419,239,Finish02:47:00,BIB5217,Division25-29,Results: 2017 / Marathon,Men
1870,"Starbuck, Ryan (USA)",421,241,Finish02:47:16,BIB6078,Division30-34,Results: 2017 / Marathon,Men
1871,"Proskurin, Mikhail (RUS)",421,243,Finish02:47:25,BIB5231,Division25-29,Results: 2017 / Marathon,Men
1872,"Desharnais, Daniel (CAN)",423,245,Finish02:47:28,BIB1177,Division50-54,Results: 2017 / Marathon,Men
1873,"Shan, Eric (USA)",423,247,Finish02:47:35,BIB6028,Division20-24,Results: 2017 / Marathon,Men
1874,"Verch, Marco (GER)",425,249,Finish02:47:40,BIB3231,Division35-39,Results: 2017 / Marathon,Men
1875,"Havránek, Jan (CZE)",425,251,Finish02:47:48,BIB1281,Division40-44,Results: 2017 / Marathon,Men
1876,"Colin, Nico (USA)",428,253,Finish02:47:52,BIB3078,Division30-34,Results: 2017 / Marathon,Men
1877,"Gohres, Jace (USA)",428,255,Finish02:47:54,BIB4085,Division30-34,Results: 2017 / Marathon,Men
1878,"Dettmering, Brett (USA)",430,257,Finish02:48:08,BIB3285,Division35-39,Results: 2017 / Marathon,Men
1879,"Yang, Shizhong (CHN)",430,259,Finish02:48:10,BIB6244,Division35-39,Results: 2017 / Marathon,Men
1880,"Davidson, Francois (CAN)",432,261,Finish02:48:12,BIB1170,Division40-44,Results: 2017 / Marathon,Men
1881,"Norton, Joseph (USA)",432,263,Finish02:48:18,BIB387,Division30-34,Results: 2017 / Marathon,Men
1882,"Ramos Gonzalez, Roberto (ESP)",434,265,Finish02:48:29,BIB672,Division45-49,Results: 2017 / Marathon,Men
1883,"Ferguson, J Daniel (USA)",434,267,Finish02:48:32,BIB4043,Division35-39,Results: 2017 / Marathon,Men
1884,"Bergman, Marc (USA)",436,269,Finish02:48:35,BIB1080,Division35-39,Results: 2017 / Marathon,Men
1885,"Vergotte, Christophe (BEL)",436,271,Finish02:48:36,BIB3233,Division50-54,Results: 2017 / Marathon,Men
1886,"Jama, Guled (USA)",439,273,Finish02:48:40,BIB7118,Division25-29,Results: 2017 / Marathon,Men
1887,"Bournonville, Ruddy (BEL)",439,275,Finish02:48:45,BIB1104,Division40-44,Results: 2017 / Marathon,Men
1888,"Aarnes, Hans Chr. (NOR)",441,277,Finish02:48:47,BIB752,Division30-34,Results: 2017 / Marathon,Men
1889,"Riley, Colin (USA)",441,279,Finish02:48:49,BIB5260,Division25-29,Results: 2017 / Marathon,Men
1890,"Dai, Chaoguang (CHN)",443,281,Finish02:48:53,BIB2600,Division30-34,Results: 2017 / Marathon,Men
1891,"Donahue, Stephen (USA)",443,283,Finish02:48:56,BIB3294,Division40-44,Results: 2017 / Marathon,Men
1892,"Matthews, Thomas (USA)",445,285,Finish02:48:59,BIB5063,Division30-34,Results: 2017 / Marathon,Men
1893,"Chen, Zhe (CHN)",445,287,Finish02:49:05,BIB3054,Division30-34,Results: 2017 / Marathon,Men
1894,"Penfold, Andrew (GBR)",447,289,Finish02:49:06,BIB2240,Division40-44,Results: 2017 / Marathon,Men
1895,"Malucelli, Eduardo (BRA)",447,291,Finish02:49:08,BIB2142,Division35-39,Results: 2017 / Marathon,Men
1896,"Martin, Neil (USA)",451,293,Finish02:49:15,BIB5052,Division40-44,Results: 2017 / Marathon,Men
1897,"Gapinski, Joe (USA)",451,295,Finish02:49:18,BIB4074,Division40-44,Results: 2017 / Marathon,Men
1898,"Sung, Ricky (TWN)",453,297,Finish02:49:23,BIB3184,Division30-34,Results: 2017 / Marathon,Men
1899,"Velazquez Rosas, Bernabe (MEX)",453,299,Finish02:49:24,BIB3228,Division40-44,Results: 2017 / Marathon,Men
1900,"Gonzalez, Juan (PER)",455,301,Finish02:49:26,BIB1249,Division35-39,Results: 2017 / Marathon,Men
1901,"Peiffer, Dan (USA)",455,303,Finish02:49:31,BIB5197,Division25-29,Results: 2017 / Marathon,Men
1902,"Ewald, Johan (SWE)",457,305,Finish02:49:33,BIB1206,Division45-49,Results: 2017 / Marathon,Men
1903,"Sharma, Rohit (USA)",457,307,Finish02:49:38,BIB6031,Division25-29,Results: 2017 / Marathon,Men
1904,"Herman, Jeffrey (USA)",460,309,Finish02:49:40,BIB4158,Division30-34,Results: 2017 / Marathon,Men
1905,"Jendusa, Jake (USA)",460,311,Finish02:49:45,BIB4213,Division25-29,Results: 2017 / Marathon,Men
1906,"Mylonas, Dimitrios (GRE)",462,313,Finish02:49:50,BIB2200,Division30-34,Results: 2017 / Marathon,Men
1907,"Liebold, Christian (GER)",462,315,Finish02:49:52,BIB2110,Division30-34,Results: 2017 / Marathon,Men
1908,"Liu, Su-Yang (USA)",464,317,Finish02:50:04,BIB5020,Division35-39,Results: 2017 / Marathon,Men
1909,"Ogawa, Scott (USA)",464,319,Finish02:50:20,BIB5170,Division35-39,Results: 2017 / Marathon,Men
1910,"Grobler, Johannes (USA)",467,321,Finish02:50:20,BIB4116,Division40-44,Results: 2017 / Marathon,Men
1911,"Spak, Aaron (USA)",467,323,Finish02:50:26,BIB1005,Division20-24,Results: 2017 / Marathon,Men
1912,"Balagtas, Juan Francisco (PHI)",469,325,Finish02:50:34,BIB1052,Division30-34,Results: 2017 / Marathon,Men
1913,"Papail, Leo (CAN)",469,327,Finish02:50:40,BIB2234,Division35-39,Results: 2017 / Marathon,Men
1914,"Guerrero, Hector (MEX)",472,329,Finish02:50:41,BIB1265,Division25-29,Results: 2017 / Marathon,Men
1915,"Candel, Matias (ARG)",472,331,Finish02:50:55,BIB64828,Division30-34,Results: 2017 / Marathon,Men
1916,"Fernandes, Jacques (BRA)",474,333,Finish02:51:05,BIB1212,Division45-49,Results: 2017 / Marathon,Men
1917,"Holt, Jason (USA)",474,335,Finish02:51:06,BIB309,Division30-34,Results: 2017 / Marathon,Men
1918,"Ramos, David (MEX)",476,337,Finish02:51:10,BIB5240,Division30-34,Results: 2017 / Marathon,Men
1919,"McGraw, Christopher (USA)",476,339,Finish02:51:15,BIB5076,Division35-39,Results: 2017 / Marathon,Men
1920,"Sakimoto, Koji (JPN)",478,341,Finish02:51:26,BIB2298,Division35-39,Results: 2017 / Marathon,Men
1921,"Awad, Tomás (BRA)",478,343,Finish02:51:32,BIB784,Division45-49,Results: 2017 / Marathon,Men
1922,"Czmok, Patrick (GER)",480,345,Finish02:51:32,BIB1164,Division35-39,Results: 2017 / Marathon,Men
1923,"Lu, Wentao (CHN)",480,347,Finish02:51:36,BIB2127,Division35-39,Results: 2017 / Marathon,Men
1924,"Baker, Joshua (USA)",482,349,Finish02:51:40,BIB1051,Division30-34,Results: 2017 / Marathon,Men
1925,"Hayes, Mark (USA)",482,351,Finish02:51:44,BIB4145,Division25-29,Results: 2017 / Marathon,Men
1926,"Zepeda, Kurt (USA)",484,353,Finish02:51:53,BIB11057,Division20-24,Results: 2017 / Marathon,Men
1927,"Nishimura, Yoshihiro (JPN)",484,355,Finish02:51:59,BIB2209,Division35-39,Results: 2017 / Marathon,Men
1928,"Schroy, Brian (USA)",487,357,Finish02:51:59,BIB6014,Division25-29,Results: 2017 / Marathon,Men
1929,"Ait Wakrime, Samir (FRA)",487,359,Finish02:52:04,BIB760,Division35-39,Results: 2017 / Marathon,Men
1930,"Dodge, Tyler (USA)",489,361,Finish02:52:10,BIB6301,Division25-29,Results: 2017 / Marathon,Men
1931,"Xia, Quanxin (CHN)",489,363,Finish02:52:12,BIB6238,Division35-39,Results: 2017 / Marathon,Men
1932,"Wathke, Brent (USA)",491,365,Finish02:52:17,BIB6184,Division30-34,Results: 2017 / Marathon,Men
1933,"Bhagavathi, Aditya (USA)",491,367,Finish02:52:18,BIB9445,Division20-24,Results: 2017 / Marathon,Men
1934,"Isaac, Carlos (BRA)",493,369,Finish02:52:21,BIB2042,Division40-44,Results: 2017 / Marathon,Men
1935,"Clements, Aaron (USA)",493,371,Finish02:52:24,BIB3073,Division25-29,Results: 2017 / Marathon,Men
1936,"Chadwick, Brian (USA)",495,373,Finish02:52:29,BIB3044,Division40-44,Results: 2017 / Marathon,Men
1937,"Parkinson, David (USA)",495,375,Finish02:52:30,BIB5186,Division30-34,Results: 2017 / Marathon,Men
1938,"Scarborough, Lee (USA)",497,377,Finish02:52:32,BIB7010,Division35-39,Results: 2017 / Marathon,Men
1939,"Machado Jr, Marcio (BRA)",497,379,Finish02:52:37,BIB2134,Division45-49,Results: 2017 / Marathon,Men
1940,"Paes, Leandro (BRA)",500,381,Finish02:52:43,BIB2230,Division35-39,Results: 2017 / Marathon,Men
1941,"Kirshman, Jeff (USA)",500,383,Finish02:52:47,BIB7355,Division25-29,Results: 2017 / Marathon,Men
1942,"Rodriguez, Telmo (PER)",502,385,Finish02:52:51,BIB4513,Division25-29,Results: 2017 / Marathon,Men
1943,"Somerfield, Kyle (USA)",502,387,Finish02:52:55,BIB6064,Division30-34,Results: 2017 / Marathon,Men
1944,"White, Evan (USA)",504,389,Finish02:52:58,BIB6200,Division25-29,Results: 2017 / Marathon,Men
1945,"Kopelow, Dan (USA)",504,391,Finish02:53:00,BIB4271,Division30-34,Results: 2017 / Marathon,Men
1946,"Sullivan, Adam (USA)",506,393,Finish02:53:01,BIB6093,Division35-39,Results: 2017 / Marathon,Men
1947,"Narang, Jatin (USA)",506,395,Finish02:53:05,BIB5144,Division20-24,Results: 2017 / Marathon,Men
1948,"Filipowski, Dariusz (POL)",509,397,Finish02:53:08,BIB1215,Division45-49,Results: 2017 / Marathon,Men
1949,"Jordan, Kyrk (USA)",509,399,Finish02:53:13,BIB941,Division35-39,Results: 2017 / Marathon,Men
1950,"Kuwano, Hirosuke (JPN)",511,401,Finish02:53:16,BIB2081,Division45-49,Results: 2017 / Marathon,Men
1951,"McPherson, Alexander (USA)",511,403,Finish02:53:16,BIB5084,Division55-59,Results: 2017 / Marathon,Men
1952,"Edge, Sascha (USA)",514,405,Finish02:53:18,BIB4016,Division50-54,Results: 2017 / Marathon,Men
1953,"Khawaja, Jacks (USA)",514,407,Finish02:53:21,BIB4246,Division40-44,Results: 2017 / Marathon,Men
1954,"Rothman, Travis (USA)",516,409,Finish02:53:23,BIB5279,Division40-44,Results: 2017 / Marathon,Men
1955,"Walters, Dave (USA)",516,411,Finish02:53:27,BIB437,Division60-64,Results: 2017 / Marathon,Men
1956,"Darden, George (USA)",518,413,Finish02:53:29,BIB3119,Division40-44,Results: 2017 / Marathon,Men
1957,"Throop, Brandon (CAN)",518,415,Finish02:53:34,BIB6299,Division30-34,Results: 2017 / Marathon,Men
1958,"Wax, Michael (GER)",520,417,Finish02:53:36,BIB3242,Division45-49,Results: 2017 / Marathon,Men
1959,"Prado, Volnei (BRA)",520,419,Finish02:53:39,BIB2263,Division40-44,Results: 2017 / Marathon,Men
1960,"Berube, Charles (CAN)",522,421,Finish02:53:45,BIB1090,Division30-34,Results: 2017 / Marathon,Men
1961,"Kane, Joe (USA)",522,423,Finish02:53:49,BIB4232,Division30-34,Results: 2017 / Marathon,Men
1962,"Cazorla González-Serrano, Pablo (ESP)",524,425,Finish02:53:49,BIB743,Division25-29,Results: 2017 / Marathon,Men
1963,"Muschiano, Mike (USA)",524,427,Finish02:53:50,BIB5135,Division30-34,Results: 2017 / Marathon,Men
1964,"Suarez Arias, Miguel (MEX)",526,429,Finish02:53:53,BIB3180,Division40-44,Results: 2017 / Marathon,Men
1965,"Enz, Daniel (SUI)",526,431,Finish02:53:54,BIB1197,Division30-34,Results: 2017 / Marathon,Men
1966,"Grenier, John (USA)",528,433,Finish02:53:57,BIB4112,Division25-29,Results: 2017 / Marathon,Men
1967,"Ratcliffe, Jonathan (GBR)",528,435,Finish02:53:58,BIB2272,Division50-54,Results: 2017 / Marathon,Men
1968,"Danner, Andrew (USA)",530,437,Finish02:53:58,BIB3118,Division35-39,Results: 2017 / Marathon,Men
1969,"Egger, Marc (SUI)",530,439,Finish02:54:01,BIB1196,Division40-44,Results: 2017 / Marathon,Men
1970,"Merchan, Juan (COL)",533,441,Finish02:54:09,BIB2170,Division30-34,Results: 2017 / Marathon,Men
1971,"Kreitals, Oskars (LAT)",533,443,Finish02:54:14,BIB2078,Division40-44,Results: 2017 / Marathon,Men
1972,"Holland, Josh (USA)",535,445,Finish02:54:17,BIB4177,Division40-44,Results: 2017 / Marathon,Men
1973,"Barry, Alan (IRL)",535,447,Finish02:54:19,BIB794,Division30-34,Results: 2017 / Marathon,Men
1974,"Acuna, Clark (USA)",538,449,Finish02:54:23,BIB1013,Division45-49,Results: 2017 / Marathon,Men
1975,"Ruchkin, Ivan (RUS)",538,451,Finish02:54:24,BIB5282,Division25-29,Results: 2017 / Marathon,Men
1976,"Ranti, Daniel (USA)",542,453,Finish02:54:26,BIB5241,Division20-24,Results: 2017 / Marathon,Men
1977,"Bednorz, Damian (POL)",542,455,Finish02:54:27,BIB1075,Division35-39,Results: 2017 / Marathon,Men
1978,"Godoy, Glaucio (BRA)",544,457,Finish02:54:28,BIB3425,Division40-44,Results: 2017 / Marathon,Men
1979,"Salmeri, Jim (USA)",544,459,Finish02:54:33,BIB5298,Division25-29,Results: 2017 / Marathon,Men
1980,"Venegas, Juan (COL)",546,461,Finish02:54:34,BIB3230,Division40-44,Results: 2017 / Marathon,Men
1981,"Villalta, Luis (PER)",546,463,Finish02:54:42,BIB5366,Division25-29,Results: 2017 / Marathon,Men
1982,"Spicer, Neil (GBR)",548,465,Finish02:54:46,BIB3170,Division40-44,Results: 2017 / Marathon,Men
1983,"Gelsthorpe, Tom (USA)",548,467,Finish02:54:48,BIB4076,Division35-39,Results: 2017 / Marathon,Men
1984,"Fry, Evan (USA)",550,469,Finish02:54:52,BIB4064,Division25-29,Results: 2017 / Marathon,Men
1985,"Moestrup, Ulrik (DEN)",550,471,Finish02:54:55,BIB667,Division40-44,Results: 2017 / Marathon,Men
1986,"Pasieka, Jeffrey (USA)",552,473,Finish02:54:59,BIB611,Division35-39,Results: 2017 / Marathon,Men
1987,"Chang, Po-Yao (TWN)",552,475,Finish02:55:02,BIB3049,Division30-34,Results: 2017 / Marathon,Men
1988,"Gignac, Martin (CAN)",554,477,Finish02:55:04,BIB1241,Division40-44,Results: 2017 / Marathon,Men
1989,"Bemben, Dariusz (POL)",554,479,Finish02:55:07,BIB1087,Division35-39,Results: 2017 / Marathon,Men
1990,"Keller, Reuben (USA)",556,481,Finish02:55:09,BIB4237,Division40-44,Results: 2017 / Marathon,Men
1991,"Bennett, Thomas (USA)",556,483,Finish02:55:10,BIB606,Division25-29,Results: 2017 / Marathon,Men
1992,"Gregorowicz, Jonathan (USA)",558,485,Finish02:55:11,BIB4111,Division30-34,Results: 2017 / Marathon,Men
1993,"Shingler, Thomas (USA)",558,487,Finish02:55:13,BIB9248,Division35-39,Results: 2017 / Marathon,Men
1994,"Zern, Jeffrey (USA)",560,489,Finish02:55:16,BIB6259,Division25-29,Results: 2017 / Marathon,Men
1995,"Muldoon, Joseph (USA)",560,491,Finish02:55:16,BIB5127,Division25-29,Results: 2017 / Marathon,Men
