,Name,Place S,Place P,Time,Bib,Division,Year,Sex
548,"Centner, Ann (USA)",49,27,Finish02:42:29,BIB440,Division25-29,Results: 2021 / all,
549,"Ludick, Margaret (USA)",49,28,Finish02:42:36,BIB7096,Division35-39,Results: 2021 / all,
550,"Montgomery, McKale (USA)",52,29,Finish02:43:04,BIB582,Division35-39,Results: 2021 / all,
551,"O'Neil, Megan (USA)",52,30,Finish02:43:56,BIB125,Division25-29,Results: 2021 / all,
552,"Njeim, Chirine (LIB)",55,31,Finish02:44:00,BIB122,Division35-39,Results: 2021 / all,
553,"Macon, Whitney (USA)",55,32,Finish02:44:48,BIB118,Division25-29,Results: 2021 / all,
554,"Neubauer, Diane (USA)",57,33,Finish02:46:02,BIB722,Division30-34,Results: 2021 / all,
555,"Flanagan, Shalane (USA)",57,34,Finish02:46:39,BIB130,Division40-44,Results: 2021 / all,
556,"Schaich, Allie (USA)",59,35,Finish02:46:44,BIB651,Division25-29,Results: 2021 / all,
557,"O'Leary, Marie (USA)",59,36,Finish02:46:45,BIB603,Division30-34,Results: 2021 / all,
558,"Smith, Megan (USA)",63,37,Finish02:46:53,BIB714,Division30-34,Results: 2021 / all,
559,"Cadavid, Andrea (USA)",63,38,Finish02:47:19,BIB9179,Division25-29,Results: 2021 / all,
560,"Hackett, Allie (USA)",65,39,Finish02:47:27,BIB509,Division25-29,Results: 2021 / all,
561,"DaDamio, Rachel (USA)",65,40,Finish02:47:40,BIB457,Division20-24,Results: 2021 / all,
562,"Norbo, Carter (USA)",67,41,Finish02:48:22,BIB598,Division30-34,Results: 2021 / all,
563,"Wessel, Kaylee (USA)",67,42,Finish02:48:58,BIB5102,Division25-29,Results: 2021 / all,
564,"David, Sarah (USA)",69,43,Finish02:50:06,BIB461,Division30-34,Results: 2021 / all,
565,"Hawkins, Courtney (USA)",69,44,Finish02:50:10,BIB7084,Division25-29,Results: 2021 / all,
566,"Zangi-Radoshitzky, Yaara (ISR)",71,45,Finish02:50:42,BIB6125,Division35-39,Results: 2021 / all,
567,"Dixon, Alyson (GBR)",71,46,Finish02:50:43,BIB3134,Division40-44,Results: 2021 / all,
568,"Brillante, Frankie (USA)",73,47,Finish02:51:08,BIB3177,Division25-29,Results: 2021 / all,
569,"Flanagan, Kaylee (USA)",73,48,Finish02:51:13,BIB486,Division25-29,Results: 2021 / all,
570,"Bowman, Maggie (USA)",75,49,Finish02:52:01,BIB9048,Division25-29,Results: 2021 / all,
571,"Just, Caryn (USA)",75,50,Finish02:52:35,BIB533,Division30-34,Results: 2021 / all,
572,"Post, Sallie (USA)",77,51,Finish02:52:41,BIB8080,Division30-34,Results: 2021 / all,
573,"Andrews, Mary Katherine (USA)",77,52,Finish02:53:05,BIB7039,Division25-29,Results: 2021 / all,
574,"Crevoiserat, Lindsay (USA)",79,53,Finish02:53:23,BIB6093,Division25-29,Results: 2021 / all,
575,"Hackett, Michaela (USA)",79,54,Finish02:53:29,BIB508,Division25-29,Results: 2021 / all,
576,"Sanchez, Sara (USA)",81,55,Finish02:53:53,BIB647,Division30-34,Results: 2021 / all,
577,"Hodnette, Polina (USA)",81,56,Finish02:53:57,BIB120,Division30-34,Results: 2021 / all,
578,"Rybak, Emily (USA)",83,57,Finish02:54:01,BIB644,Division30-34,Results: 2021 / all,
579,"Morales, Bryn (USA)",83,58,Finish02:54:32,BIB584,Division25-29,Results: 2021 / all,
580,"Wrenn, Bean (USA)",85,59,Finish02:54:33,BIB704,Division45-49,Results: 2021 / all,
581,"Kelly, Lauren (USA)",85,60,Finish02:54:49,BIB539,Division30-34,Results: 2021 / all,
582,"Bigelow, Elizabeth (USA)",87,61,Finish02:55:00,BIB419,Division35-39,Results: 2021 / all,
583,"Whittle, Sasha (USA)",87,62,Finish02:55:04,BIB10040,Division25-29,Results: 2021 / all,
584,"Izawa, Nanaka (JPN)",89,63,Finish02:55:13,BIB527,Division30-34,Results: 2021 / all,
585,"Ullmann, Emily (USA)",89,64,Finish02:55:16,BIB681,Division25-29,Results: 2021 / all,
586,"Kallner, Ali (USA)",91,65,Finish02:55:46,BIB8236,Division25-29,Results: 2021 / all,
587,"Poremba, Alyssa (USA)",91,66,Finish02:55:59,BIB8705,Division30-34,Results: 2021 / all,
588,"Sonnesyn, Marit (USA)",93,67,Finish02:56:03,BIB666,Division25-29,Results: 2021 / all,
589,"Quintero, Margarita (MEX)",93,68,Finish02:56:16,BIB629,Division30-34,Results: 2021 / all,
590,"Gregornik, Rebecca (USA)",95,69,Finish02:56:49,BIB5194,Division25-29,Results: 2021 / all,
591,"Cranfill, Katy (USA)",95,70,Finish02:56:55,BIB5439,Division25-29,Results: 2021 / all,
592,"Vucinich, Jen (USA)",97,71,Finish02:57:12,BIB5140,Division25-29,Results: 2021 / all,
593,"Lesiewicz, Karen (USA)",97,72,Finish02:57:35,BIB557,Division25-29,Results: 2021 / all,
594,"Dalton, Mollie (USA)",99,73,Finish02:57:45,BIB458,Division25-29,Results: 2021 / all,
595,"Pottle, Rachel (USA)",99,74,Finish02:58:09,BIB5224,Division25-29,Results: 2021 / all,
596,"Pastrana, Erika (USA)",102,75,Finish02:58:17,BIB7051,Division40-44,Results: 2021 / all,
597,"Salisbury, Lauren (USA)",102,76,Finish02:58:25,BIB6327,Division30-34,Results: 2021 / all,
598,"Harden, Sarah (USA)",105,77,Finish02:58:38,BIB10064,Division20-24,Results: 2021 / all,
599,"Meeker, Kimberlie (USA)",105,78,Finish02:58:44,BIB8101,Division40-44,Results: 2021 / all,
600,"Davies, Cora (USA)",107,79,Finish02:58:46,BIB36121,Division20-24,Results: 2021 / all,
601,"Lytton, Breanna (USA)",107,80,Finish02:58:48,BIB9096,Division30-34,Results: 2021 / all,
602,"Lakin, Katie (USA)",109,81,Finish02:58:50,BIB9152,Division30-34,Results: 2021 / all,
603,"Chamorro Gin, Magdalena (CHI)",109,82,Finish02:58:55,BIB1122,Division35-39,Results: 2021 / all,
604,"Tamberrino, Nicky (USA)",111,83,Finish02:59:06,BIB674,Division40-44,Results: 2021 / all,
605,"Jaffke, Erin (USA)",111,84,Finish02:59:24,BIB529,Division25-29,Results: 2021 / all,
606,"Boehmer, Briana (USA)",113,85,Finish02:59:25,BIB423,Division40-44,Results: 2021 / all,
607,"Broderick, Jessica (USA)",113,86,Finish02:59:25,BIB430,Division30-34,Results: 2021 / all,
608,"Juarez, Janessa (USA)",115,87,Finish02:59:28,BIB10170,Division35-39,Results: 2021 / all,
609,"Herrmann, Emma (USA)",115,88,Finish02:59:35,BIB519,Division20-24,Results: 2021 / all,
610,"Zenger, Laura (USA)",120,89,Finish03:00:00,BIB707,Division30-34,Results: 2021 / all,
611,"Norton, Rachel (USA)",120,90,Finish03:00:04,BIB599,Division35-39,Results: 2021 / all,
612,"Santiago, Alejandra (USA)",123,91,Finish03:00:08,BIB6131,Division25-29,Results: 2021 / all,
613,"Huselton, Laura (USA)",123,92,Finish03:00:21,BIB4097,Division30-34,Results: 2021 / all,
614,"Stone, Tia (USA)",125,93,Finish03:00:24,BIB671,Division40-44,Results: 2021 / all,
615,"Paylor, Jacqueline (USA)",125,94,Finish03:00:40,BIB5080,Division20-24,Results: 2021 / all,
616,"Waters, Jamie (USA)",127,95,Finish03:00:50,BIB4200,Division30-34,Results: 2021 / all,
617,"Faria, Leticia (BRA)",127,96,Finish03:00:58,BIB1044,Division30-34,Results: 2021 / all,
618,"Grant, Porter (USA)",129,97,Finish03:01:14,BIB6077,Division25-29,Results: 2021 / all,
619,"Durbano, Tessa (USA)",129,98,Finish03:01:30,BIB8106,Division40-44,Results: 2021 / all,
620,"Callan, Jennie (USA)",131,99,Finish03:01:59,BIB8360,Division25-29,Results: 2021 / all,
621,"Wierenga, Kathryn (USA)",131,100,Finish03:01:59,BIB6290,Division25-29,Results: 2021 / all,
622,"Mairs, Nichole (USA)",133,101,Finish03:02:08,BIB6181,Division40-44,Results: 2021 / all,
623,"Tonne, Alena (USA)",133,102,Finish03:02:09,BIB9082,Division20-24,Results: 2021 / all,
624,"Hallahan, Katherine (USA)",135,103,Finish03:02:13,BIB5101,Division25-29,Results: 2021 / all,
625,"Bartholomew, Luciana (BRA)",135,104,Finish03:02:19,BIB413,Division40-44,Results: 2021 / all,
626,"Ammerman, Brooke (USA)",137,105,Finish03:02:19,BIB9220,Division30-34,Results: 2021 / all,
627,"Tanner, Madison (USA)",137,106,Finish03:02:30,BIB8173,Division25-29,Results: 2021 / all,
628,"Chappell, Kelsi (USA)",139,107,Finish03:03:03,BIB442,Division30-34,Results: 2021 / all,
629,"Brown, Claire (USA)",139,108,Finish03:03:07,BIB10044,Division25-29,Results: 2021 / all,
630,"Osgood, Erin (USA)",141,109,Finish03:03:08,BIB608,Division30-34,Results: 2021 / all,
631,"Johnson, Elizabeth (USA)",141,110,Finish03:03:16,BIB9547,Division25-29,Results: 2021 / all,
632,"Wijeyeratne, Ashley (USA)",143,111,Finish03:03:18,BIB4063,Division30-34,Results: 2021 / all,
633,"Cieslak, Kylen (USA)",143,112,Finish03:03:19,BIB724,Division30-34,Results: 2021 / all,
634,"Koester, Annika (USA)",145,113,Finish03:03:24,BIB19041,Division20-24,Results: 2021 / all,
635,"Barana, Victoria (USA)",145,114,Finish03:03:24,BIB8157,Division40-44,Results: 2021 / all,
636,"Duba, Allison (USA)",148,115,Finish03:03:32,BIB6179,Division35-39,Results: 2021 / all,
637,"Allan, Veronica (CAN)",148,116,Finish03:03:32,BIB1083,Division30-34,Results: 2021 / all,
638,"Jaffke, Nicole (USA)",151,117,Finish03:03:51,BIB10254,Division25-29,Results: 2021 / all,
639,"Lindberg, Maria (USA)",151,118,Finish03:04:12,BIB559,Division35-39,Results: 2021 / all,
640,"Renner, Emily (USA)",153,119,Finish03:04:22,BIB635,Division30-34,Results: 2021 / all,
641,"Andre, Stephanie (USA)",153,120,Finish03:04:27,BIB405,Division35-39,Results: 2021 / all,
642,"Hilton, Samantha (USA)",155,121,Finish03:04:39,BIB7365,Division25-29,Results: 2021 / all,
643,"Prendergast, Kristen (USA)",155,122,Finish03:05:03,BIB3169,Division40-44,Results: 2021 / all,
644,"Stone, Anna (USA)",157,123,Finish03:05:07,BIB5259,Division25-29,Results: 2021 / all,
645,"Kromrey, Loryn (USA)",157,124,Finish03:05:08,BIB3183,Division35-39,Results: 2021 / all,
646,"Fontenot, Bree (USA)",159,125,Finish03:05:11,BIB10034,Division25-29,Results: 2021 / all,
647,"Addison, Christina (USA)",159,126,Finish03:05:13,BIB4257,Division30-34,Results: 2021 / all,
648,"Mengini, Morgan (USA)",162,127,Finish03:05:21,BIB4018,Division30-34,Results: 2021 / all,
649,"Wilson, Hannah (USA)",162,128,Finish03:05:28,BIB10253,Division25-29,Results: 2021 / all,
650,"Davis, Kristen (USA)",164,129,Finish03:05:30,BIB9570,Division40-44,Results: 2021 / all,
651,"Katz, Emily (USA)",164,130,Finish03:05:34,BIB8570,Division20-24,Results: 2021 / all,
652,"Alden, Samantha (GBR)",166,131,Finish03:05:34,BIB4020,Division45-49,Results: 2021 / all,
653,"Williams, Molly (USA)",166,132,Finish03:05:39,BIB27153,Division25-29,Results: 2021 / all,
654,"Winters, Annabelle (USA)",168,133,Finish03:05:41,BIB8346,Division35-39,Results: 2021 / all,
655,"Turner, Ashley (USA)",168,134,Finish03:05:43,BIB5230,Division35-39,Results: 2021 / all,
656,"Stevens, Heather (USA)",171,135,Finish03:05:45,BIB4394,Division30-34,Results: 2021 / all,
657,"Rawn, Kylie (USA)",171,136,Finish03:05:46,BIB13460,Division25-29,Results: 2021 / all,
658,"Roach, Maeve (USA)",173,137,Finish03:05:57,BIB7477,Division20-24,Results: 2021 / all,
659,"Morse, Carolyn (USA)",173,138,Finish03:06:09,BIB8016,Division30-34,Results: 2021 / all,
660,"Jaehn, Wendy (USA)",175,139,Finish03:06:18,BIB528,Division45-49,Results: 2021 / all,
661,"Coda, Liz (USA)",175,140,Finish03:06:24,BIB8059,Division30-34,Results: 2021 / all,
662,"Priebe, Maggie (USA)",177,141,Finish03:06:28,BIB626,Division30-34,Results: 2021 / all,
663,"Kausel, MaryKate (USA)",177,142,Finish03:06:32,BIB14086,Division40-44,Results: 2021 / all,
664,"Ufimtseva, Tatiana (RUS)",179,143,Finish03:06:34,BIB2186,Division45-49,Results: 2021 / all,
665,"Risteen, Emilee (USA)",179,144,Finish03:07:10,BIB17325,Division25-29,Results: 2021 / all,
666,"Sober, Jennifer (USA)",181,145,Finish03:07:14,BIB664,Division45-49,Results: 2021 / all,
667,"Perez, Mariana (MEX)",181,146,Finish03:07:15,BIB10169,Division30-34,Results: 2021 / all,
668,"McEntire, Jenifer (USA)",184,147,Finish03:07:21,BIB8109,Division30-34,Results: 2021 / all,
669,"Davidson, Vivian (CAN)",184,148,Finish03:07:25,BIB1553,Division35-39,Results: 2021 / all,
670,"Peterson, Courtney (USA)",186,149,Finish03:07:29,BIB10186,Division30-34,Results: 2021 / all,
671,"Tang, Lingqiao (CHN)",186,150,Finish03:07:32,BIB7367,Division30-34,Results: 2021 / all,
672,"Ordzowialy, Julia (USA)",190,151,Finish03:07:34,BIB6004,Division40-44,Results: 2021 / all,
673,"Frei, Kaitlin (USA)",190,152,Finish03:07:52,BIB489,Division25-29,Results: 2021 / all,
674,"Morgan, Amanda (USA)",193,153,Finish03:07:56,BIB7042,Division25-29,Results: 2021 / all,
675,"Mollenkamp, Marla (USA)",193,154,Finish03:08:15,BIB4213,Division25-29,Results: 2021 / all,
676,"Hollander, Hillary (USA)",195,155,Finish03:08:30,BIB7256,Division40-44,Results: 2021 / all,
677,"Gao, Bibo (CHN)",195,156,Finish03:08:32,BIB492,Division40-44,Results: 2021 / all,
678,"Plank, Stephanie (USA)",197,157,Finish03:08:34,BIB5375,Division30-34,Results: 2021 / all,
679,"Hawley, Sharon (USA)",197,158,Finish03:08:41,BIB2779,Division30-34,Results: 2021 / all,
680,"Rodriguez, Liliana (MEX)",199,159,Finish03:08:52,BIB10142,Division50-54,Results: 2021 / all,
681,"Manley, Pamela (USA)",199,160,Finish03:08:57,BIB566,Division40-44,Results: 2021 / all,
682,"Reinoso Orellana, Gabriela (ECU)",201,161,Finish03:08:57,BIB2456,Division35-39,Results: 2021 / all,
683,"Burgess, Bobbie (USA)",201,162,Finish03:09:00,BIB4209,Division25-29,Results: 2021 / all,
684,"Barry, Amy (USA)",203,163,Finish03:09:00,BIB6080,Division40-44,Results: 2021 / all,
685,"Dusseau, Ambreleah (USA)",203,164,Finish03:09:03,BIB8037,Division35-39,Results: 2021 / all,
686,"Kim, Song (USA)",206,165,Finish03:09:04,BIB4073,Division25-29,Results: 2021 / all,
687,"Luthi, Robyn (CAN)",206,166,Finish03:09:05,BIB1519,Division40-44,Results: 2021 / all,
688,"Dorrington, Jessica (USA)",208,167,Finish03:09:08,BIB8079,Division40-44,Results: 2021 / all,
689,"Handal, Sashah (USA)",208,168,Finish03:09:10,BIB13198,Division30-34,Results: 2021 / all,
690,"Martino, Ximena (URU)",210,169,Finish03:09:11,BIB1331,Division40-44,Results: 2021 / all,
691,"Figurski, Raychel (USA)",210,170,Finish03:09:15,BIB9154,Division25-29,Results: 2021 / all,
692,"Verri, Catherine (USA)",212,171,Finish03:09:24,BIB7174,Division35-39,Results: 2021 / all,
693,"Dibello, Kaitlyn (USA)",212,172,Finish03:09:26,BIB4113,Division30-34,Results: 2021 / all,
694,"Cordoba, Daniela (MEX)",214,173,Finish03:09:27,BIB2274,Division40-44,Results: 2021 / all,
695,"Mortimer, Jennifer (USA)",214,174,Finish03:09:28,BIB587,Division35-39,Results: 2021 / all,
696,"Chavez, Michelle (USA)",217,175,Finish03:09:31,BIB6001,Division40-44,Results: 2021 / all,
697,"McMahon, Haley (USA)",217,176,Finish03:09:45,BIB7397,Division35-39,Results: 2021 / all,
698,"Hobeika, Joelle (USA)",219,177,Finish03:09:49,BIB7147,Division35-39,Results: 2021 / all,
699,"Emmert, Trisken (USA)",219,178,Finish03:09:49,BIB5415,Division30-34,Results: 2021 / all,
700,"Paul, Kendal (CAN)",221,179,Finish03:09:52,BIB10021,Division35-39,Results: 2021 / all,
701,"Yuan, Shelby (USA)",221,180,Finish03:09:54,BIB5260,Division20-24,Results: 2021 / all,
702,"Hawkins, Kristie (USA)",223,181,Finish03:10:03,BIB516,Division40-44,Results: 2021 / all,
703,"Miranda, Catalina (CRC)",223,182,Finish03:10:20,BIB10141,Division45-49,Results: 2021 / all,
704,"Chang, Sophia (USA)",226,183,Finish03:10:20,BIB14347,Division25-29,Results: 2021 / all,
705,"Cavanaugh, Kate (USA)",226,184,Finish03:10:47,BIB6293,Division35-39,Results: 2021 / all,
706,"Kleeschulte, Megan (USA)",228,185,Finish03:10:51,BIB8406,Division25-29,Results: 2021 / all,
707,"Berenz, Christi (USA)",228,186,Finish03:10:59,BIB9230,Division25-29,Results: 2021 / all,
708,"Bozarth, Ashley (USA)",231,187,Finish03:11:00,BIB3328,Division30-34,Results: 2021 / all,
709,"Eynon, Adrienne (USA)",231,188,Finish03:11:18,BIB5095,Division40-44,Results: 2021 / all,
710,"Zeberkiewicz, Annie (USA)",234,189,Finish03:11:19,BIB3191,Division35-39,Results: 2021 / all,
711,"Penwell, Melissa (USA)",234,190,Finish03:11:21,BIB615,Division30-34,Results: 2021 / all,
712,"Zepa, Ludmila (LAT)",236,191,Finish03:11:25,BIB2072,Division35-39,Results: 2021 / all,
713,"Niendorf, Donna (USA)",236,192,Finish03:11:25,BIB5338,Division25-29,Results: 2021 / all,
714,"Corazzari Ugalde, Andrea (CRC)",238,193,Finish03:11:37,BIB10189,Division40-44,Results: 2021 / all,
715,"Roche, Claire (USA)",238,194,Finish03:11:38,BIB23145,Division25-29,Results: 2021 / all,
716,"Sinning, Allison (USA)",241,195,Finish03:11:39,BIB6555,Division25-29,Results: 2021 / all,
717,"Van Heerden, Erica (USA)",241,196,Finish03:11:40,BIB4186,Division40-44,Results: 2021 / all,
718,"Hirao, Yuki (JPN)",243,197,Finish03:11:44,BIB4323,Division45-49,Results: 2021 / all,
719,"Basiliadis, Julie (CAN)",243,198,Finish03:11:55,BIB1292,Division35-39,Results: 2021 / all,
720,"Torres Landa, Alexia (USA)",246,199,Finish03:11:59,BIB21048,Division20-24,Results: 2021 / all,
721,"Hintz, Lauren (USA)",246,200,Finish03:12:04,BIB10198,Division25-29,Results: 2021 / all,
722,"Spanfeller, Stephanie (USA)",248,201,Finish03:12:15,BIB16067,Division30-34,Results: 2021 / all,
723,"Welty, Lindsey (USA)",248,202,Finish03:12:22,BIB4270,Division30-34,Results: 2021 / all,
724,"Garcia, Yaritza (MEX)",250,203,Finish03:12:38,BIB14603,Division35-39,Results: 2021 / all,
725,"Mesta, Monica (MEX)",250,204,Finish03:12:39,BIB3754,Division35-39,Results: 2021 / all,
726,"Johnson, Rebecca (USA)",255,205,Finish03:12:44,BIB8436,Division25-29,Results: 2021 / all,
727,"Job, Daniela (MEX)",255,206,Finish03:12:54,BIB3688,Division35-39,Results: 2021 / all,
728,"Duba, Amy (USA)",257,207,Finish03:12:57,BIB6178,Division35-39,Results: 2021 / all,
729,"Barron, Melynne (USA)",257,208,Finish03:12:57,BIB6311,Division35-39,Results: 2021 / all,
730,"Garcia, Carolina (USA)",259,209,Finish03:13:01,BIB6138,Division25-29,Results: 2021 / all,
731,"Timmerman, Amanda (USA)",259,210,Finish03:13:01,BIB9658,Division25-29,Results: 2021 / all,
732,"Guzman, Noemi (MEX)",261,211,Finish03:13:11,BIB2298,Division35-39,Results: 2021 / all,
733,"Waldum, Lexie (USA)",261,212,Finish03:13:13,BIB5431,Division25-29,Results: 2021 / all,
734,"Aznar, America (CAN)",263,213,Finish03:13:20,BIB1069,Division45-49,Results: 2021 / all,
735,"Minchoff, Stacie (USA)",263,214,Finish03:13:20,BIB9552,Division35-39,Results: 2021 / all,
736,"Polischeck, Olivia (USA)",265,215,Finish03:13:21,BIB10266,Division20-24,Results: 2021 / all,
737,"Guzman Hentschel, Lorenza (MEX)",265,216,Finish03:13:28,BIB21046,Division25-29,Results: 2021 / all,
738,"Althaus, Ashley (USA)",267,217,Finish03:13:34,BIB8276,Division35-39,Results: 2021 / all,
739,"Howard, Donnelly (USA)",267,218,Finish03:13:35,BIB7300,Division45-49,Results: 2021 / all,
740,"Greenwood, Samantha (USA)",269,219,Finish03:13:41,BIB4188,Division35-39,Results: 2021 / all,
741,"Zielinski, Kasey (USA)",269,220,Finish03:13:42,BIB5357,Division25-29,Results: 2021 / all,
742,"Short, Erin Marie (USA)",271,221,Finish03:13:43,BIB10046,Division30-34,Results: 2021 / all,
743,"Frank, Sarah (USA)",271,222,Finish03:13:47,BIB5590,Division25-29,Results: 2021 / all,
744,"Johansen, Cassandra (USA)",273,223,Finish03:13:50,BIB5152,Division35-39,Results: 2021 / all,
745,"Meade, Stacey (USA)",273,224,Finish03:13:50,BIB7056,Division30-34,Results: 2021 / all,
746,"Olmedo Amador, Jizelt (MEX)",275,225,Finish03:13:51,BIB2297,Division35-39,Results: 2021 / all,
747,"Enright, Cara (USA)",275,226,Finish03:13:51,BIB7359,Division30-34,Results: 2021 / all,
748,"Cordes, Jillian (USA)",277,227,Finish03:13:55,BIB4372,Division25-29,Results: 2021 / all,
749,"Heck, Maya (USA)",277,228,Finish03:14:01,BIB10991,Division30-34,Results: 2021 / all,
750,"Chumba, Dickson (KEN)",279,1,Finish02:09:25,BIB3,Division25-29,Results: 2015 / Marathon,Men
751,"Ndungu, Sammy (KEN)",279,3,Finish02:10:06,BIB10,Division25-29,Results: 2015 / Marathon,Men
752,"Puskedra, Luke (USA)",281,5,Finish02:10:24,BIB18,Division25-29,Results: 2015 / Marathon,Men
753,"Kibet, Elkanah (USA)",281,7,Finish02:11:31,BIB36,Division25-29,Results: 2015 / Marathon,Men
754,"Kuma, Abera (ETH)",283,9,Finish02:13:44,BIB7,Division25-29,Results: 2015 / Marathon,Men
755,"Adams, Liam (AUS)",283,11,Finish02:16:29,BIB16,Division25-29,Results: 2015 / Marathon,Men
756,"Wietecha, Scott (USA)",285,13,Finish02:17:02,BIB23,Division30-34,Results: 2015 / Marathon,Men
757,"Migliozzi, Tony (USA)",285,15,Finish02:17:44,BIB25,Division25-29,Results: 2015 / Marathon,Men
758,"Ripley, Zach (USA)",287,17,Finish02:18:26,BIB468,Division25-29,Results: 2015 / Marathon,Men
759,"Shaw, Ethan (USA)",287,19,Finish02:19:33,BIB24,Division25-29,Results: 2015 / Marathon,Men
760,"Yoshii, Satoshi (JPN)",289,21,Finish02:20:33,BIB12,Division30-34,Results: 2015 / Marathon,Men
761,"Bohach, Adam (USA)",289,23,Finish02:20:58,BIB76,Division30-34,Results: 2015 / Marathon,Men
762,"Havel, Kevin (USA)",291,25,Finish02:21:57,BIB416,Division25-29,Results: 2015 / Marathon,Men
763,"Jermann, Tyler (USA)",291,27,Finish02:22:26,BIB488,Division20-24,Results: 2015 / Marathon,Men
764,"Mull, Brandon (USA)",293,29,Finish02:22:54,BIB29,Division25-29,Results: 2015 / Marathon,Men
765,"McGuire, Ryan (USA)",293,31,Finish02:23:18,BIB476,Division30-34,Results: 2015 / Marathon,Men
766,"Pannone, Christopher (USA)",295,33,Finish02:23:38,BIB27,Division25-29,Results: 2015 / Marathon,Men
767,"Peters, Nathan (USA)",295,35,Finish02:24:02,BIB85,Division25-29,Results: 2015 / Marathon,Men
768,"Varela, Jonnathan (CRC)",297,37,Finish02:24:13,BIB9115,Division35-39,Results: 2015 / Marathon,Men
769,"Thompson, Christian (USA)",297,39,Finish02:24:36,BIB31,Division25-29,Results: 2015 / Marathon,Men
770,"Wallor, Eric (USA)",299,41,Finish02:24:59,BIB493,Division30-34,Results: 2015 / Marathon,Men
771,"Cu Cacao, Elvin (GUA)",299,43,Finish02:25:22,BIB2070,Division20-24,Results: 2015 / Marathon,Men
772,"Briot, Thomas (FRA)",301,45,Finish02:25:29,BIB483,Division30-34,Results: 2015 / Marathon,Men
773,"Yilma, Yon (USA)",301,47,Finish02:25:57,BIB485,Division25-29,Results: 2015 / Marathon,Men
774,"Davy, Matthew (AUS)",303,49,Finish02:26:21,BIB480,Division30-34,Results: 2015 / Marathon,Men
775,"Beamer, Matthew (USA)",303,51,Finish02:26:39,BIB428,Division25-29,Results: 2015 / Marathon,Men
776,"Glaz, Daniel (USA)",305,53,Finish02:26:55,BIB489,Division30-34,Results: 2015 / Marathon,Men
777,"Russeau, Alex (USA)",305,55,Finish02:27:28,BIB447,Division25-29,Results: 2015 / Marathon,Men
778,"Finnel, Brian (USA)",307,57,Finish02:27:33,BIB404,Division25-29,Results: 2015 / Marathon,Men
779,"Penny, J (USA)",307,59,Finish02:27:38,BIB5196,Division25-29,Results: 2015 / Marathon,Men
780,"Newman, Zac (AUS)",310,61,Finish02:28:03,BIB479,Division30-34,Results: 2015 / Marathon,Men
781,"Edinger, Nick (USA)",310,63,Finish02:28:20,BIB451,Division20-24,Results: 2015 / Marathon,Men
782,"Jr. Ries, Tommy (USA)",314,65,Finish02:28:24,BIB8178,Division25-29,Results: 2015 / Marathon,Men
783,"Watson, Sean (USA)",314,67,Finish02:28:35,BIB8066,Division25-29,Results: 2015 / Marathon,Men
784,"Rivero, Luis (GUA)",317,69,Finish02:29:16,BIB467,Division25-29,Results: 2015 / Marathon,Men
785,"Campos, Jesus (USA)",317,71,Finish02:29:54,BIB470,Division30-34,Results: 2015 / Marathon,Men
786,"Lopez, Mynor (GUA)",319,73,Finish02:30:28,BIB482,Division30-34,Results: 2015 / Marathon,Men
787,"Boyer, Lane (USA)",319,75,Finish02:30:42,BIB484,Division25-29,Results: 2015 / Marathon,Men
788,"Neff, Jackson (USA)",321,77,Finish02:30:52,BIB8162,Division20-24,Results: 2015 / Marathon,Men
789,"Beausoleil, Logan (USA)",321,79,Finish02:31:05,BIB10125,Division25-29,Results: 2015 / Marathon,Men
790,"Knutson, Mike (USA)",323,81,Finish02:31:25,BIB8015,Division35-39,Results: 2015 / Marathon,Men
791,"Kuhlmann, Patrick (USA)",323,83,Finish02:31:28,BIB446,Division40-44,Results: 2015 / Marathon,Men
792,"Norton, Joseph (USA)",326,85,Finish02:31:53,BIB473,Division30-34,Results: 2015 / Marathon,Men
793,"Cabada, Lupe (USA)",326,87,Finish02:32:11,BIB453,Division25-29,Results: 2015 / Marathon,Men
794,"Danaher, Mike (USA)",329,89,Finish02:32:26,BIB477,Division20-24,Results: 2015 / Marathon,Men
795,"Eanes, Francis (USA)",329,91,Finish02:32:40,BIB486,Division25-29,Results: 2015 / Marathon,Men
796,"Hatleback, Nate (USA)",331,93,Finish02:32:46,BIB13137,Division25-29,Results: 2015 / Marathon,Men
797,"Dudley, Tyler (USA)",331,95,Finish02:32:53,BIB14100,Division25-29,Results: 2015 / Marathon,Men
798,"Looi, Alexander (USA)",334,97,Finish02:32:56,BIB8026,Division25-29,Results: 2015 / Marathon,Men
799,"Hutson, Greg (USA)",334,99,Finish02:33:12,BIB10109,Division25-29,Results: 2015 / Marathon,Men
800,"Neill, Ian (USA)",336,101,Finish02:33:25,BIB13041,Division30-34,Results: 2015 / Marathon,Men
801,"Kittaka, Daniel (USA)",336,103,Finish02:33:29,BIB5134,Division25-29,Results: 2015 / Marathon,Men
802,"Burdick, Brett (USA)",338,105,Finish02:33:46,BIB5148,Division20-24,Results: 2015 / Marathon,Men
803,"Duncan, Chris (USA)",338,107,Finish02:33:54,BIB444,Division35-39,Results: 2015 / Marathon,Men
804,"Sigmund, Jeff (USA)",340,109,Finish02:34:08,BIB5199,Division25-29,Results: 2015 / Marathon,Men
805,"Veldt, Luke Nate (USA)",340,111,Finish02:34:12,BIB4094,Division20-24,Results: 2015 / Marathon,Men
